vehicle_category,garage,year_week,reachable_population,year,month,number_of_competitors,x_unit_cost,x_units,demand_value,is_training_data
HIGH END,CW,202035,0.4729928918659802,2020,8,0.671875,1.1652542372881354,1.3529411764705883,0.588235294117647,True
HIGH END,CW,202044,0.4729928918659802,2020,10,0.671875,1.1652542372881356,0.9411764705882353,0.588235294117647,True
HIGH END,CW,202105,0.4729928918659802,2021,2,0.671875,1.1864406779661016,0.588235294117647,0.588235294117647,True
HIGH END,CX,202002,0.7061422218092588,2020,1,0.203125,0.7860169491525424,2.0588235294117645,1.764705882352941,True
HIGH END,CX,202009,0.7061422218092588,2020,2,0.203125,0.5895127118644067,1.4705882352941178,0.588235294117647,True
HIGH END,CX,202011,0.7061422218092588,2020,3,0.203125,0.5895127118644068,0.23529411764705882,0.588235294117647,True
HIGH END,CX,202018,0.7061422218092588,2020,4,0.203125,0.635593220338983,2.941176470588235,1.764705882352941,True
HIGH END,CX,202019,0.7061422218092588,2020,5,0.203125,0.635593220338983,0.8235294117647057,0.588235294117647,True
HIGH END,CX,202023,0.7061422218092588,2020,6,0.203125,0.5958686440677966,1.4705882352941175,0.588235294117647,True
HIGH END,CX,202024,0.7061422218092588,2020,6,0.203125,0.5958686440677966,0.8235294117647057,0.588235294117647,True
HIGH END,CX,202025,0.7061422218092588,2020,6,0.203125,0.5958686440677966,5.352941176470588,1.176470588235294,True
HIGH END,CX,202028,0.7061422218092588,2020,7,0.203125,0.6237059418335902,9.0,1.764705882352941,True
HIGH END,CX,202031,0.7061422218092588,2020,7,0.203125,0.6355932203389829,1.3529411764705883,0.588235294117647,True
HIGH END,CX,202033,0.7061422218092588,2020,8,0.203125,0.6653866525423728,4.529411764705882,2.352941176470588,True
HIGH END,CX,202034,0.7061422218092588,2020,8,0.203125,0.5958686440677966,3.117647058823529,1.176470588235294,True
HIGH END,CX,202035,0.7061422218092588,2020,8,0.203125,0.7944915254237288,0.41176470588235287,0.588235294117647,True
HIGH END,CX,202036,0.7061422218092588,2020,9,0.203125,0.6951800847457628,2.0588235294117645,1.176470588235294,True
HIGH END,CX,202037,0.7061422218092588,2020,9,0.203125,0.5958686440677966,1.1176470588235292,0.588235294117647,True
HIGH END,CX,202040,0.7061422218092588,2020,10,0.203125,0.5958686440677965,1.7058823529411764,0.588235294117647,True
HIGH END,CX,202044,0.7061422218092588,2020,10,0.203125,0.5958686440677965,1.0,0.588235294117647,True
