vehicle_make,garage,reachable_population,year,week_of_year,number_of_competitors,x_unit_cost,x_units,demand_value,is_training_data
AB,CY,0.4546876703825797,2020,41,0.390625,0.8510638297872339,0.9333333333333332,0.6666666666666666,True
AB,CY,0.4546876703825797,2020,49,0.390625,0.8510638297872339,3.0,1.3333333333333333,True
AB,CY,0.4546876703825797,2020,53,0.390625,0.851063829787234,1.3333333333333333,0.6666666666666666,True
AB,CY,0.4546876703825797,2021,1,0.390625,0.8510638297872339,1.666666666666667,0.6666666666666666,True
AB,CY,0.4546876703825797,2021,5,0.390625,0.851063829787234,1.4000000000000001,0.6666666666666666,True
AB,CZ,1.1244537272368873,2020,27,1.515625,0.8510638297872339,0.7333333333333334,0.6666666666666666,True
AB,DA,0.641192111863241,2020,13,0.53125,0.8510638297872339,1.1333333333333335,0.6666666666666666,True
AB,DA,0.641192111863241,2020,29,0.53125,0.851063829787234,0.6,0.6666666666666666,True
AB,DA,0.641192111863241,2020,30,0.53125,0.851063829787234,1.3333333333333333,0.6666666666666666,True
AB,DA,0.641192111863241,2020,33,0.53125,0.851063829787234,1.4000000000000001,0.6666666666666666,True
AB,DA,0.641192111863241,2020,36,0.53125,0.851063829787234,0.5333333333333333,0.6666666666666666,True
AB,DA,0.641192111863241,2020,52,0.53125,0.8510638297872339,2.2,0.6666666666666666,True
AB,DA,0.641192111863241,2021,5,0.53125,0.851063829787234,1.7333333333333334,1.3333333333333333,True
AB,DB,1.5476316297172383,2020,12,1.53125,0.851063829787234,1.1333333333333333,0.6666666666666666,True
AB,DB,1.5476316297172383,2020,31,1.53125,0.9553191489361702,0.6,0.6666666666666666,True
AB,DC,1.8356903797277233,2020,7,1.578125,1.329787234042553,1.5333333333333334,0.6666666666666666,True
AB,DC,1.8356903797277233,2020,10,1.578125,1.329787234042553,1.1333333333333335,0.6666666666666666,True
AB,DC,1.8356903797277233,2020,13,1.578125,1.1968085106382977,1.9333333333333336,1.3333333333333333,True
AB,DC,1.8356903797277233,2020,28,1.578125,1.329787234042553,1.5333333333333334,0.6666666666666666,True
AB,DC,1.8356903797277233,2020,29,1.578125,1.3297872340425532,2.9333333333333336,1.3333333333333333,True
AB,DC,1.8356903797277233,2020,30,1.578125,1.3297872340425532,2.066666666666667,1.3333333333333333,True
AB,DC,1.8356903797277233,2020,39,1.578125,1.329787234042553,1.6000000000000003,0.6666666666666666,True
AB,DC,1.8356903797277233,2020,41,1.578125,1.3297872340425532,1.4666666666666668,0.6666666666666666,True
AB,DC,1.8356903797277233,2020,42,1.578125,1.3297872340425532,1.2,0.6666666666666666,True
AB,DC,1.8356903797277233,2020,46,1.578125,1.3297872340425532,2.733333333333334,1.3333333333333333,True
AB,DC,1.8356903797277233,2021,6,1.578125,1.1021276595744678,1.666666666666667,0.6666666666666666,True
AB,DC,1.8356903797277233,2021,8,1.578125,1.377659574468085,1.3333333333333333,0.6666666666666666,False
AB,DD,1.089601315248664,2020,18,1.375,0.9557446808510637,2.4000000000000004,1.3333333333333333,True
AB,DD,1.089601315248664,2020,28,1.375,1.0723404255319149,0.9333333333333332,0.6666666666666666,True
AB,DD,1.089601315248664,2020,29,1.375,1.0723404255319149,1.7333333333333334,0.6666666666666666,True
AB,DD,1.089601315248664,2020,32,1.375,0.8578723404255321,1.5333333333333332,0.6666666666666666,True
AB,DD,1.089601315248664,2020,34,1.375,1.0723404255319149,0.6,0.6666666666666666,True
AB,DD,1.089601315248664,2021,7,1.375,1.106382978723404,2.8000000000000007,0.6666666666666666,True
AB,DF,1.5522199015241116,2020,5,1.546875,0.7659574468085105,1.4666666666666668,0.6666666666666666,True
AB,DF,1.5522199015241116,2020,9,1.546875,0.6808510638297872,0.9333333333333332,0.6666666666666666,True
AB,DF,1.5522199015241116,2020,19,1.546875,0.8510638297872339,0.8000000000000002,0.6666666666666666,True
AB,DF,1.5522199015241116,2020,22,1.546875,0.8138297872340425,2.1333333333333333,1.3333333333333333,True
AB,DF,1.5522199015241116,2020,23,1.546875,0.723404255319149,1.1333333333333333,0.6666666666666666,True
AB,DF,1.5522199015241116,2020,26,1.546875,0.9042553191489362,1.2,0.6666666666666666,True
AB,DF,1.5522199015241116,2020,30,1.546875,0.9042553191489362,1.7333333333333334,0.6666666666666666,True
AB,DF,1.5522199015241116,2020,33,1.546875,0.9042553191489362,0.6666666666666666,0.6666666666666666,True
AB,DF,1.5522199015241116,2020,36,1.546875,0.7659574468085105,1.4666666666666668,0.6666666666666666,True
AB,DF,1.5522199015241116,2020,38,1.546875,0.9574468085106381,1.5333333333333334,0.6666666666666666,True
AB,DF,1.5522199015241116,2020,40,1.546875,0.9574468085106381,0.9333333333333332,0.6666666666666666,True
AB,DF,1.5522199015241116,2020,44,1.546875,0.9574468085106383,1.5333333333333332,1.3333333333333333,True
AB,DF,1.5522199015241116,2021,5,1.546875,0.9574468085106383,0.5333333333333333,0.6666666666666666,True
AB,DF,1.5522199015241116,2021,8,1.546875,0.7659574468085106,3.8666666666666667,1.3333333333333333,False
AB,DG,1.5565565313671708,2020,12,1.53125,0.7978723404255319,0.3333333333333333,0.6666666666666666,True
AB,DG,1.5565565313671708,2020,14,1.53125,0.7978723404255319,0.7999999999999999,0.6666666666666666,True
AB,DG,1.5565565313671708,2020,18,1.53125,0.7978723404255318,0.8000000000000002,0.6666666666666666,True
AB,DG,1.5565565313671708,2020,19,1.53125,0.7978723404255318,0.9333333333333332,0.6666666666666666,True
AB,DG,1.5565565313671708,2020,21,1.53125,0.7978723404255318,1.5333333333333334,0.6666666666666666,True
AB,DG,1.5565565313671708,2020,23,1.53125,0.7978723404255318,1.2000000000000004,0.6666666666666666,True
AB,DG,1.5565565313671708,2020,24,1.53125,0.7978723404255318,0.9333333333333332,0.6666666666666666,True
AB,DG,1.5565565313671708,2020,25,1.53125,0.7978723404255318,0.9333333333333332,0.6666666666666666,True
AB,DG,1.5565565313671708,2020,26,1.53125,0.7978723404255318,1.5333333333333334,0.6666666666666666,True
AB,DG,1.5565565313671708,2020,28,1.53125,0.7978723404255318,1.4666666666666668,0.6666666666666666,True
AB,DG,1.5565565313671708,2020,42,1.53125,0.7978723404255319,1.5999999999999999,0.6666666666666666,True
AB,DG,1.5565565313671708,2020,44,1.53125,0.7978723404255319,1.3333333333333333,0.6666666666666666,True
AB,DG,1.5565565313671708,2021,5,1.53125,1.0638297872340425,0.4666666666666666,0.6666666666666666,True
AB,DG,1.5565565313671708,2021,6,1.53125,1.0638297872340425,1.0666666666666667,0.6666666666666666,True
AB,DG,1.5565565313671708,2021,8,1.53125,1.0638297872340425,1.5333333333333334,0.6666666666666666,False
AB,DH,1.5195693567192599,2020,5,1.578125,0.6808510638297871,1.666666666666667,0.6666666666666666,True
AB,DH,1.5195693567192599,2020,10,1.578125,0.6808510638297871,0.9333333333333332,0.6666666666666666,True
AB,DH,1.5195693567192599,2020,18,1.578125,0.6808510638297872,1.5999999999999999,0.6666666666666666,True
AB,DH,1.5195693567192599,2020,20,1.578125,0.6808510638297872,1.0,0.6666666666666666,True
AB,DH,1.5195693567192599,2020,50,1.578125,0.6808510638297871,0.9333333333333332,0.6666666666666666,True
AB,DH,1.5195693567192599,2020,53,1.578125,0.6808510638297872,2.2,0.6666666666666666,True
AB,DI,1.4116107602103727,2020,4,1.375,0.7872340425531914,0.9333333333333332,0.6666666666666666,True
AB,DI,1.4116107602103727,2020,41,1.375,0.7872340425531915,0.4666666666666666,0.6666666666666666,True
AB,DJ,1.4283113985421543,2020,30,1.46875,0.8457446808510638,1.0666666666666667,0.6666666666666666,True
AB,DJ,1.4283113985421543,2020,45,1.46875,0.8457446808510636,1.8000000000000005,0.6666666666666666,True
AB,DL,1.6974089265792631,2020,18,1.421875,0.9042553191489362,0.5333333333333333,0.6666666666666666,True
AB,DL,1.6974089265792631,2020,36,1.421875,0.9042553191489361,1.6000000000000003,0.6666666666666666,True
AB,DL,1.6974089265792631,2021,4,1.421875,0.6914893617021277,1.5333333333333332,0.6666666666666666,True
AB,DM,1.7901180200810287,2020,28,1.546875,1.4042553191489362,1.0666666666666667,0.6666666666666666,True
AB,DM,1.7901180200810287,2020,38,1.546875,1.4042553191489362,1.2,0.6666666666666666,True
AB,DN,1.7402006425258143,2020,7,1.578125,1.4042553191489362,1.2666666666666666,0.6666666666666666,True
AB,DO,1.028053884932518,2020,2,1.5625,0.9574468085106383,0.5333333333333333,0.6666666666666666,True
AB,DO,1.028053884932518,2020,12,1.5625,0.7659574468085106,0.7999999999999999,0.6666666666666666,True
AB,DO,1.028053884932518,2020,19,1.5625,0.9574468085106385,0.4666666666666666,0.6666666666666666,True
AB,DO,1.028053884932518,2020,25,1.5625,0.9574468085106381,0.9333333333333332,0.6666666666666666,True
AB,DO,1.028053884932518,2020,27,1.5625,0.9574468085106381,0.9333333333333332,0.6666666666666666,True
AB,DO,1.028053884932518,2020,40,1.5625,0.9574468085106381,0.9333333333333332,0.6666666666666666,True
AB,DO,1.028053884932518,2020,45,1.5625,0.9574468085106383,2.533333333333333,1.3333333333333333,True
AB,DQ,0.8336311096571798,2020,31,0.75,1.0638297872340425,0.5333333333333333,0.6666666666666666,True
AB,DQ,0.8336311096571798,2020,37,0.75,1.0638297872340425,1.9333333333333336,0.6666666666666666,True
AB,DQ,0.8336311096571798,2021,6,0.75,1.0638297872340423,1.666666666666667,0.6666666666666666,True
AB,DR,0.8336311096571798,2020,21,0.75,0.7978723404255319,0.6666666666666666,0.6666666666666666,True
AB,DR,0.8336311096571798,2020,26,0.75,0.7978723404255319,0.9333333333333332,0.6666666666666666,True
AB,DR,0.8336311096571798,2020,36,0.75,0.7978723404255319,0.9333333333333332,0.6666666666666666,True
AB,DR,0.8336311096571798,2021,4,0.75,0.7978723404255318,1.0666666666666669,0.6666666666666666,True
AB,DR,0.8336311096571798,2021,8,0.75,0.7978723404255319,1.4000000000000001,0.6666666666666666,False
AB,DT,1.821892012045262,2020,5,1.609375,1.3297872340425532,1.3333333333333333,0.6666666666666666,True
AB,DT,1.821892012045262,2020,14,1.609375,1.0638297872340425,1.4666666666666668,0.6666666666666666,True
AB,DT,1.821892012045262,2020,29,1.609375,1.3297872340425532,2.533333333333333,1.3333333333333333,True
AB,DT,1.821892012045262,2020,30,1.609375,1.3297872340425532,2.733333333333334,1.3333333333333333,True
AB,DT,1.821892012045262,2020,34,1.609375,1.3297872340425532,0.4666666666666666,0.6666666666666666,True
AB,DU,1.2281427984263988,2020,14,1.5,0.8457446808510638,0.9333333333333332,0.6666666666666666,True
AB,DV,1.1727522081582324,2020,5,1.5625,0.9787234042553191,1.2666666666666666,0.6666666666666666,True
AB,DV,1.1727522081582324,2020,7,1.5625,1.0106382978723405,0.6666666666666666,1.3333333333333333,True
AB,DV,1.1727522081582324,2020,11,1.5625,1.0425531914893618,2.0,1.3333333333333333,True
AB,DV,1.1727522081582324,2020,13,1.5625,1.0425531914893615,1.666666666666667,0.6666666666666666,True
AB,DV,1.1727522081582324,2020,18,1.5625,1.0425531914893618,1.4000000000000001,0.6666666666666666,True
AB,DV,1.1727522081582324,2020,19,1.5625,1.0425531914893618,0.9333333333333332,0.6666666666666666,True
AB,DV,1.1727522081582324,2020,20,1.5625,1.0425531914893618,1.1333333333333333,0.6666666666666666,True
AB,DV,1.1727522081582324,2020,21,1.5625,1.0425531914893618,1.1333333333333333,0.6666666666666666,True
AB,DV,1.1727522081582324,2020,25,1.5625,1.0425531914893618,1.5333333333333334,0.6666666666666666,True
AB,DV,1.1727522081582324,2020,27,1.5625,1.0425531914893618,1.6000000000000003,0.6666666666666666,True
AB,DV,1.1727522081582324,2020,29,1.5625,1.0425531914893618,1.5333333333333334,0.6666666666666666,True
AB,DV,1.1727522081582324,2020,34,1.5625,1.0425531914893618,1.0666666666666667,0.6666666666666666,True
AB,DV,1.1727522081582324,2020,35,1.5625,1.0425531914893618,2.1333333333333333,1.3333333333333333,True
AB,DV,1.1727522081582324,2020,36,1.5625,1.0425531914893618,0.9333333333333332,0.6666666666666666,True
AB,DV,1.1727522081582324,2020,40,1.5625,1.1063829787234043,0.4666666666666666,0.6666666666666666,True
AB,DV,1.1727522081582324,2020,45,1.5625,1.106382978723404,1.2000000000000004,0.6666666666666666,True
AB,DV,1.1727522081582324,2020,46,1.5625,1.1063829787234043,0.6,0.6666666666666666,True
AB,DV,1.1727522081582324,2020,52,1.5625,0.7744680851063829,1.4666666666666668,0.6666666666666666,True
AB,DV,1.1727522081582324,2021,4,1.5625,0.902127659574468,0.9333333333333332,0.6666666666666666,True
AB,DV,1.1727522081582324,2021,5,1.5625,1.127659574468085,0.6,0.6666666666666666,True
AB,DV,1.1727522081582324,2021,6,1.5625,0.9021276595744679,1.4000000000000001,0.6666666666666666,True
AB,DW,1.1300821191608579,2019,51,1.5625,0.9148936170212765,2.2,0.6666666666666666,True
AB,DX,0.8411510103424847,2020,9,0.734375,0.9574468085106381,0.9333333333333332,0.6666666666666666,True
AB,DX,0.8411510103424847,2020,13,0.734375,1.053191489361702,0.5333333333333333,0.6666666666666666,True
AB,DX,0.8411510103424847,2020,17,0.734375,1.053191489361702,0.9333333333333332,0.6666666666666666,True
AB,DX,0.8411510103424847,2020,28,0.734375,1.053191489361702,1.8,0.6666666666666666,True
AB,DX,0.8411510103424847,2020,29,0.734375,1.053191489361702,1.8,0.6666666666666666,True
AB,DX,0.8411510103424847,2020,41,0.734375,1.0531914893617018,1.666666666666667,0.6666666666666666,True
AB,DX,0.8411510103424847,2020,42,0.734375,1.053191489361702,1.6666666666666667,1.3333333333333333,True
AB,DX,0.8411510103424847,2021,7,0.734375,1.0531914893617018,1.4000000000000004,0.6666666666666666,True
AB,DX,0.8411510103424847,2021,8,0.734375,1.053191489361702,0.9333333333333332,0.6666666666666666,False
AB,DY,0.982204719125628,2020,8,1.421875,1.0212765957446808,2.6666666666666665,1.3333333333333333,True
AB,DY,0.982204719125628,2020,9,1.421875,1.0212765957446808,1.2666666666666666,0.6666666666666666,True
AB,DY,0.982204719125628,2020,10,1.421875,1.0212765957446808,0.9333333333333332,0.6666666666666666,True
AB,DY,0.982204719125628,2020,20,1.421875,0.8170212765957445,1.1333333333333335,0.6666666666666666,True
AB,DY,0.982204719125628,2020,21,1.421875,1.0212765957446808,0.9333333333333332,0.6666666666666666,True
AB,DY,0.982204719125628,2020,26,1.421875,0.8170212765957445,0.8000000000000002,0.6666666666666666,True
AB,DY,0.982204719125628,2020,39,1.421875,1.0212765957446805,1.0666666666666669,0.6666666666666666,True
AB,DY,0.982204719125628,2021,5,1.421875,0.8170212765957446,1.9333333333333333,0.6666666666666666,True
AB,DY,0.982204719125628,2021,8,1.421875,0.8170212765957445,1.666666666666667,0.6666666666666666,False
AB,DZ,1.5476316297172383,2020,2,1.53125,1.0425531914893618,1.2666666666666666,0.6666666666666666,True
AB,DZ,1.5476316297172383,2020,7,1.53125,1.1063829787234043,0.4666666666666666,0.6666666666666666,True
AB,DZ,1.5476316297172383,2020,9,1.53125,0.8851063829787233,1.0666666666666667,0.6666666666666666,True
AB,DZ,1.5476316297172383,2020,11,1.53125,0.8851063829787232,0.9333333333333332,0.6666666666666666,True
AB,DZ,1.5476316297172383,2020,12,1.53125,0.8851063829787232,1.5333333333333334,0.6666666666666666,True
AB,DZ,1.5476316297172383,2020,23,1.53125,1.2659574468085104,1.0000000000000002,0.6666666666666666,True
AB,DZ,1.5476316297172383,2020,28,1.53125,1.2659574468085106,1.2,0.6666666666666666,True
AB,DZ,1.5476316297172383,2020,40,1.53125,1.2659574468085104,1.0000000000000002,0.6666666666666666,True
AB,DZ,1.5476316297172383,2020,41,1.53125,1.2659574468085104,2.0000000000000004,0.6666666666666666,True
AB,DZ,1.5476316297172383,2021,2,1.53125,1.2659574468085106,1.6666666666666667,0.6666666666666666,True
AB,DZ,1.5476316297172383,2021,6,1.53125,1.2659574468085106,0.4666666666666666,0.6666666666666666,True
AB,DZ,1.5476316297172383,2021,8,1.53125,1.2659574468085106,0.6,0.6666666666666666,False
AB,EB,1.5565565313671708,2020,10,1.53125,1.1063829787234043,2.533333333333333,0.6666666666666666,True
AB,EB,1.5565565313671708,2020,20,1.53125,0.8297872340425531,1.4666666666666668,0.6666666666666666,True
AB,EB,1.5565565313671708,2020,23,1.53125,1.1063829787234043,1.1333333333333335,0.6666666666666666,True
AB,EB,1.5565565313671708,2020,25,1.53125,0.8297872340425531,1.1333333333333335,0.6666666666666666,True
AB,EB,1.5565565313671708,2020,35,1.53125,0.7744680851063831,1.5333333333333332,0.6666666666666666,True
AB,EB,1.5565565313671708,2020,38,1.53125,0.774468085106383,1.5333333333333334,0.6666666666666666,True
AB,EB,1.5565565313671708,2020,40,1.53125,1.1063829787234043,0.5333333333333333,0.6666666666666666,True
AB,EB,1.5565565313671708,2020,46,1.53125,1.1063829787234043,0.4666666666666666,0.6666666666666666,True
AB,EB,1.5565565313671708,2020,49,1.53125,0.8297872340425531,2.066666666666667,0.6666666666666666,True
AB,EB,1.5565565313671708,2020,50,1.53125,0.8297872340425531,1.5333333333333334,0.6666666666666666,True
AB,EB,1.5565565313671708,2020,51,1.53125,0.8297872340425531,1.9333333333333336,0.6666666666666666,True
AB,EC,1.028053884932518,2020,44,1.546875,1.7021276595744679,1.0000000000000002,0.6666666666666666,True
AB,EE,1.6867770536081264,2020,10,1.578125,0.8085106382978722,0.9333333333333332,0.6666666666666666,True
AB,EE,1.6867770536081264,2020,20,1.578125,0.8085106382978722,1.6000000000000003,0.6666666666666666,True
AB,EE,1.6867770536081264,2020,24,1.578125,0.8085106382978723,2.2,1.3333333333333333,True
AB,EE,1.6867770536081264,2020,28,1.578125,0.8085106382978723,1.2,0.6666666666666666,True
AB,EE,1.6867770536081264,2020,35,1.578125,0.8085106382978723,0.6666666666666666,0.6666666666666666,True
AB,EE,1.6867770536081264,2020,43,1.578125,0.8085106382978723,1.0666666666666667,0.6666666666666666,True
AB,EE,1.6867770536081264,2020,47,1.578125,0.8085106382978723,0.6,0.6666666666666666,True
AB,EE,1.6867770536081264,2020,51,1.578125,0.8085106382978723,1.3333333333333333,0.6666666666666666,True
AB,EE,1.6867770536081264,2021,3,1.578125,0.8085106382978722,1.6000000000000003,0.6666666666666666,True
AB,EF,0.8280572401587022,2020,18,0.703125,0.851063829787234,1.4000000000000001,0.6666666666666666,True
AB,EG,1.5137102929951265,2020,11,1.5625,1.1702127659574468,0.6666666666666666,0.6666666666666666,True
AB,EG,1.5137102929951265,2020,37,1.5625,1.276595744680851,1.5333333333333334,0.6666666666666666,True
AB,EG,1.5137102929951265,2020,41,1.5625,1.2765957446808511,1.3333333333333333,0.6666666666666666,True
AB,EG,1.5137102929951265,2020,50,1.5625,1.2765957446808511,1.0,0.6666666666666666,True
AB,EG,1.5137102929951265,2021,1,1.5625,1.2765957446808511,0.7999999999999999,0.6666666666666666,True
