vehicle_category,garage,reachable_population,year,week_of_year,number_of_competitors,x_unit_cost,x_units,demand_value,is_training_data
LOW END,JN,1.7809740213117315,2020,27,1.03125,0.9574468085106383,2.055555555555556,1.1111111111111112,True
LOW END,JN,1.7809740213117315,2020,35,1.03125,0.9574468085106381,0.9444444444444446,0.5555555555555556,True
LOW END,JN,1.7809740213117315,2021,3,1.03125,0.9574468085106383,2.388888888888889,1.1111111111111112,True
LOW END,JO,1.880082442528857,2020,5,1.015625,0.9574468085106383,1.0555555555555556,0.5555555555555556,True
LOW END,JO,1.880082442528857,2020,26,1.015625,0.9574468085106383,0.8888888888888891,0.5555555555555556,True
LOW END,JO,1.880082442528857,2020,31,1.015625,0.9574468085106383,1.1666666666666667,0.5555555555555556,True
LOW END,JO,1.880082442528857,2021,10,1.015625,0.9574468085106383,0.8333333333333334,0.5555555555555556,True
LOW END,AN,0.2158541375421821,2020,27,0.21875,0.898936170212766,1.0000000000000002,0.5555555555555556,True
LOW END,AN,0.2158541375421821,2020,33,0.21875,0.8989361702127661,0.4444444444444445,0.5555555555555556,True
LOW END,AN,0.2158541375421821,2020,34,0.21875,0.898936170212766,0.7222222222222223,0.5555555555555556,True
LOW END,AN,0.2158541375421821,2020,37,0.21875,0.898936170212766,0.2777777777777778,0.5555555555555556,True
LOW END,AN,0.2158541375421821,2020,40,0.21875,0.8989361702127658,0.6666666666666669,0.5555555555555556,True
LOW END,JP,2.0256112446203294,2020,9,1.03125,0.723404255319149,1.1111111111111112,0.5555555555555556,True
LOW END,JP,2.0256112446203294,2020,20,1.03125,0.723404255319149,1.0555555555555556,0.5555555555555556,True
LOW END,JP,2.0256112446203294,2020,21,1.03125,0.723404255319149,1.0555555555555556,0.5555555555555556,True
LOW END,JP,2.0256112446203294,2020,42,1.03125,0.851063829787234,0.7222222222222223,0.5555555555555556,True
LOW END,JP,2.0256112446203294,2020,50,1.03125,0.851063829787234,0.6111111111111113,1.1111111111111112,True
LOW END,JP,2.0256112446203294,2020,52,1.03125,0.851063829787234,1.4444444444444446,0.5555555555555556,True
LOW END,JP,2.0256112446203294,2021,12,1.03125,0.851063829787234,0.2777777777777778,0.5555555555555556,False
LOW END,JQ,2.0609534106795175,2020,33,1.015625,0.9042553191489362,1.7777777777777781,1.1111111111111112,True
LOW END,JR,0.6075152784758269,2020,4,0.1875,0.9521276595744681,1.0000000000000002,0.5555555555555556,True
LOW END,JR,0.6075152784758269,2020,6,0.1875,0.9521276595744681,1.0555555555555556,0.5555555555555556,True
LOW END,JR,0.6075152784758269,2020,11,0.1875,0.7617021276595746,1.0555555555555556,0.5555555555555556,True
LOW END,JR,0.6075152784758269,2020,12,0.1875,0.7617021276595745,0.9444444444444445,0.5555555555555556,True
LOW END,JR,0.6075152784758269,2020,15,0.1875,0.9521276595744681,0.5555555555555556,0.5555555555555556,True
LOW END,JR,0.6075152784758269,2020,20,0.1875,0.9521276595744681,0.9444444444444445,0.5555555555555556,True
LOW END,JR,0.6075152784758269,2020,25,0.1875,0.9521276595744681,0.7222222222222223,0.5555555555555556,True
LOW END,JR,0.6075152784758269,2020,29,0.1875,0.9521276595744681,0.3888888888888889,0.5555555555555556,True
LOW END,JR,0.6075152784758269,2020,33,0.1875,0.9521276595744682,1.0,0.5555555555555556,True
LOW END,JR,0.6075152784758269,2021,2,0.1875,0.9521276595744681,0.3888888888888889,0.5555555555555556,True
LOW END,JS,0.5042129314823184,2020,22,0.171875,0.6914893617021277,1.7777777777777781,1.1111111111111112,True
LOW END,JS,0.5042129314823184,2020,51,0.171875,0.6914893617021277,0.6666666666666667,0.5555555555555556,True
LOW END,JT,2.001668278632096,2020,8,1.03125,0.851063829787234,0.3888888888888889,0.5555555555555556,True
LOW END,JT,2.001668278632096,2020,38,1.03125,0.851063829787234,0.8888888888888891,0.5555555555555556,True
LOW END,JT,2.001668278632096,2021,7,1.03125,0.851063829787234,0.6666666666666667,0.5555555555555556,True
LOW END,JT,2.001668278632096,2021,10,1.03125,0.8776595744680851,1.0555555555555556,0.5555555555555556,True
LOW END,JT,2.001668278632096,2021,12,1.03125,0.877659574468085,0.6111111111111113,0.5555555555555556,False
LOW END,JU,0.530153608338859,2020,3,0.328125,0.8457446808510637,0.6111111111111113,0.5555555555555556,True
LOW END,JU,0.530153608338859,2020,10,0.328125,0.8457446808510638,0.8333333333333334,0.5555555555555556,True
LOW END,JU,0.530153608338859,2020,30,0.328125,0.8457446808510638,1.0555555555555556,0.5555555555555556,True
LOW END,JU,0.530153608338859,2020,37,0.328125,0.8457446808510638,1.0000000000000002,0.5555555555555556,True
LOW END,JV,0.47286196366953726,2020,7,0.609375,0.7978723404255319,0.9444444444444445,0.5555555555555556,True
LOW END,JV,0.47286196366953726,2020,35,0.609375,0.7978723404255319,0.9444444444444445,0.5555555555555556,True
LOW END,JV,0.47286196366953726,2020,36,0.609375,0.7978723404255319,1.5000000000000002,0.5555555555555556,True
LOW END,JW,0.7527146483310878,2020,10,0.84375,0.6595744680851063,0.9444444444444445,0.5555555555555556,True
LOW END,JW,0.7527146483310878,2020,19,0.84375,0.6595744680851063,0.9444444444444445,0.5555555555555556,True
LOW END,JW,0.7527146483310878,2020,48,0.84375,0.6595744680851063,1.0555555555555556,0.5555555555555556,True
LOW END,JW,0.7527146483310878,2020,50,0.84375,0.6595744680851063,0.6111111111111113,0.5555555555555556,True
LOW END,JW,0.7527146483310878,2020,53,0.84375,0.6595744680851063,1.1666666666666667,0.5555555555555556,True
LOW END,JX,3.0924310831985338,2020,29,2.609375,1.0595744680851065,0.8333333333333334,0.5555555555555556,True
LOW END,JX,3.0924310831985338,2020,48,2.609375,1.0595744680851065,0.2777777777777778,0.5555555555555556,True
LOW END,JX,3.0924310831985338,2021,3,2.609375,1.0595744680851065,0.7777777777777778,0.5555555555555556,True
LOW END,JX,3.0924310831985338,2021,8,2.609375,1.0595744680851065,0.5555555555555556,0.5555555555555556,True
LOW END,JX,3.0924310831985338,2021,12,2.609375,1.0595744680851065,2.0000000000000004,1.1111111111111112,False
LOW END,JY,1.278568743638368,2020,9,2.421875,0.9361702127659575,1.1666666666666667,0.5555555555555556,True
LOW END,JY,1.278568743638368,2020,14,2.421875,0.9361702127659575,1.1111111111111112,0.5555555555555556,True
LOW END,JY,1.278568743638368,2020,23,2.421875,0.9361702127659575,1.1666666666666667,0.5555555555555556,True
LOW END,JY,1.278568743638368,2020,33,2.421875,0.9361702127659575,1.1666666666666667,0.5555555555555556,True
LOW END,JY,1.278568743638368,2020,41,2.421875,0.9361702127659575,0.7222222222222223,0.5555555555555556,True
LOW END,JY,1.278568743638368,2021,4,2.421875,0.9361702127659575,0.5000000000000001,0.5555555555555556,True
LOW END,JY,1.278568743638368,2021,6,2.421875,0.9361702127659575,1.388888888888889,0.5555555555555556,True
LOW END,JY,1.278568743638368,2021,8,2.421875,0.9361702127659575,0.7222222222222223,0.5555555555555556,True
LOW END,JZ,0.33531978156108644,2020,28,0.859375,1.0904255319148937,1.0555555555555556,0.5555555555555556,True
LOW END,KA,1.0954677726579691,2020,7,2.5,1.0627659574468085,0.2777777777777778,0.5555555555555556,True
LOW END,KA,1.0954677726579691,2020,9,2.5,1.0627659574468085,1.3333333333333335,0.5555555555555556,True
LOW END,KA,1.0954677726579691,2020,17,2.5,1.0627659574468085,0.3888888888888889,0.5555555555555556,True
LOW END,KA,1.0954677726579691,2020,44,2.5,1.0627659574468085,0.2777777777777778,0.5555555555555556,True
LOW END,KA,1.0954677726579691,2020,51,2.5,1.0627659574468085,1.6666666666666667,0.5555555555555556,True
LOW END,KB,3.5941183675365647,2020,11,2.59375,0.9574468085106383,1.0555555555555556,0.5555555555555556,True
LOW END,KB,3.5941183675365647,2020,12,2.59375,0.7659574468085105,0.6111111111111113,0.5555555555555556,True
LOW END,KB,3.5941183675365647,2020,16,2.59375,0.9574468085106385,0.3888888888888889,0.5555555555555556,True
LOW END,KB,3.5941183675365647,2020,22,2.59375,0.7180851063829787,1.0000000000000002,0.5555555555555556,True
LOW END,KB,3.5941183675365647,2020,32,2.59375,0.7180851063829787,0.6111111111111113,0.5555555555555556,True
LOW END,KB,3.5941183675365647,2020,34,2.59375,0.7180851063829787,1.0000000000000002,0.5555555555555556,True
LOW END,KB,3.5941183675365647,2020,39,2.59375,0.6223404255319149,1.2222222222222225,0.5555555555555556,True
LOW END,KB,3.5941183675365647,2020,52,2.59375,0.9574468085106383,0.6666666666666667,0.5555555555555556,True
LOW END,KB,3.5941183675365647,2021,1,2.59375,0.6702127659574468,1.1666666666666667,0.5555555555555556,True
LOW END,KB,3.5941183675365647,2021,10,2.59375,0.9574468085106383,0.33333333333333337,0.5555555555555556,True
LOW END,KC,1.0,2020,14,2.5,1.148936170212766,0.7222222222222223,0.5555555555555556,True
LOW END,KC,1.0,2020,27,2.5,1.148936170212766,0.6111111111111113,0.5555555555555556,True
LOW END,KC,1.0,2020,48,2.5,1.148936170212766,1.0555555555555556,0.5555555555555556,True
LOW END,KC,1.0,2021,3,2.5,1.148936170212766,1.0555555555555556,0.5555555555555556,True
LOW END,KD,4.152894569013942,2020,9,2.546875,1.1702127659574468,0.22222222222222227,0.5555555555555556,True
LOW END,KD,4.152894569013942,2020,13,2.546875,0.9361702127659575,0.5555555555555556,0.5555555555555556,True
LOW END,KD,4.152894569013942,2020,20,2.546875,0.9361702127659575,0.8888888888888891,0.5555555555555556,True
LOW END,KD,4.152894569013942,2020,24,2.546875,0.9361702127659574,0.6111111111111113,0.5555555555555556,True
LOW END,KD,4.152894569013942,2020,32,2.546875,0.9361702127659575,0.9444444444444445,0.5555555555555556,True
LOW END,KD,4.152894569013942,2020,46,2.546875,0.9361702127659575,0.8333333333333334,0.5555555555555556,True
LOW END,KD,4.152894569013942,2021,11,2.546875,1.1063829787234043,1.0555555555555556,0.5555555555555556,True
LOW END,KE,4.140050935291907,2019,51,2.59375,1.0585106382978724,0.9444444444444445,0.5555555555555556,True
LOW END,KE,4.140050935291907,2020,27,2.59375,1.1648936170212767,0.7222222222222223,0.5555555555555556,True
LOW END,KE,4.140050935291907,2020,28,2.59375,1.1648936170212767,0.9444444444444445,0.5555555555555556,True
LOW END,KE,4.140050935291907,2020,30,2.59375,1.1648936170212767,1.2222222222222225,0.5555555555555556,True
LOW END,KE,4.140050935291907,2020,34,2.59375,1.1648936170212767,1.5000000000000002,0.5555555555555556,True
LOW END,KE,4.140050935291907,2020,36,2.59375,1.1648936170212767,1.1666666666666667,0.5555555555555556,True
LOW END,KE,4.140050935291907,2020,38,2.59375,1.1648936170212767,0.6111111111111113,0.5555555555555556,True
LOW END,KE,4.140050935291907,2020,39,2.59375,0.8736705847344144,1.3333333333333337,1.1111111111111112,True
LOW END,KE,4.140050935291907,2020,44,2.59375,1.1648936170212767,0.9444444444444445,0.5555555555555556,True
LOW END,KE,4.140050935291907,2020,45,2.59375,1.1648936170212767,1.388888888888889,0.5555555555555556,True
LOW END,KE,4.140050935291907,2020,50,2.59375,1.1648936170212767,0.33333333333333337,0.5555555555555556,True
LOW END,KE,4.140050935291907,2021,10,2.59375,1.1648936170212767,0.9444444444444445,0.5555555555555556,True
LOW END,KE,4.140050935291907,2021,12,2.59375,1.1648936170212767,0.33333333333333337,0.5555555555555556,False
LOW END,KF,4.154892279882249,2020,2,2.59375,1.0585106382978724,0.4444444444444445,0.5555555555555556,True
LOW END,KF,4.154892279882249,2020,9,2.59375,0.7939007092198581,0.16666666666666669,0.5555555555555556,True
LOW END,KF,4.154892279882249,2020,17,2.59375,0.8736702127659575,0.6666666666666667,0.5555555555555556,True
LOW END,KF,4.154892279882249,2020,27,2.59375,1.1648936170212767,0.16666666666666669,0.5555555555555556,True
LOW END,KF,4.154892279882249,2020,29,2.59375,1.1648936170212767,1.0555555555555556,0.5555555555555556,True
LOW END,KF,4.154892279882249,2020,37,2.59375,1.1648936170212763,0.8333333333333336,0.5555555555555556,True
LOW END,KF,4.154892279882249,2020,38,2.59375,1.0192806484295847,1.8333333333333335,1.1111111111111112,True
LOW END,KF,4.154892279882249,2020,41,2.59375,1.1648936170212767,0.6666666666666667,0.5555555555555556,True
LOW END,KF,4.154892279882249,2020,45,2.59375,1.1648936170212767,0.9444444444444445,0.5555555555555556,True
LOW END,KF,4.154892279882249,2021,7,2.59375,0.9319148936170213,0.9444444444444445,0.5555555555555556,True
LOW END,KF,4.154892279882249,2021,8,2.59375,0.9319148936170213,0.2777777777777778,0.5555555555555556,True
LOW END,KG,2.8550540395572095,2019,52,2.609375,1.0585106382978724,0.2777777777777778,0.5555555555555556,True
LOW END,KG,2.8550540395572095,2020,30,2.609375,1.1648936170212767,1.1111111111111112,0.5555555555555556,True
LOW END,KG,2.8550540395572095,2020,42,2.609375,1.1648936170212767,0.3888888888888889,0.5555555555555556,True
LOW END,AO,0.0848076833733861,2020,4,0.0,1.0106382978723405,0.9444444444444445,0.5555555555555556,True
LOW END,AO,0.0848076833733861,2020,7,0.0,1.0106382978723405,0.8888888888888891,0.5555555555555556,True
LOW END,AO,0.0848076833733861,2020,8,0.0,1.0106382978723405,0.8333333333333334,0.5555555555555556,True
LOW END,AO,0.0848076833733861,2020,11,0.0,1.0106382978723405,0.6111111111111113,0.5555555555555556,True
LOW END,AO,0.0848076833733861,2020,20,0.0,1.0425531914893618,1.1111111111111112,0.5555555555555556,True
LOW END,AO,0.0848076833733861,2020,23,0.0,1.0425531914893618,0.5000000000000001,0.5555555555555556,True
LOW END,AO,0.0848076833733861,2020,43,0.0,1.0425531914893618,1.1666666666666667,0.5555555555555556,True
LOW END,AO,0.0848076833733861,2020,46,0.0,1.0425531914893618,1.1111111111111112,0.5555555555555556,True
LOW END,AO,0.0848076833733861,2021,5,0.0,1.0425531914893618,1.6111111111111112,1.1111111111111112,True
LOW END,KH,4.166219680619671,2020,5,2.59375,1.1702127659574468,0.9444444444444445,0.5555555555555556,True
LOW END,KH,4.166219680619671,2020,12,2.59375,0.9361702127659575,0.16666666666666669,0.5555555555555556,True
LOW END,KH,4.166219680619671,2020,13,2.59375,1.1702127659574468,0.33333333333333337,0.5555555555555556,True
LOW END,KH,4.166219680619671,2020,15,2.59375,1.1702127659574468,0.9444444444444445,0.5555555555555556,True
LOW END,KH,4.166219680619671,2020,18,2.59375,1.1702127659574468,0.4444444444444445,0.5555555555555556,True
LOW END,KH,4.166219680619671,2020,24,2.59375,1.1702127659574468,0.8888888888888891,0.5555555555555556,True
LOW END,KH,4.166219680619671,2020,26,2.59375,1.1702127659574468,1.5000000000000002,1.1111111111111112,True
LOW END,KH,4.166219680619671,2020,36,2.59375,1.1702127659574468,0.33333333333333337,0.5555555555555556,True
LOW END,KH,4.166219680619671,2021,4,2.59375,1.1702127659574468,0.6111111111111113,0.5555555555555556,True
LOW END,KH,4.166219680619671,2021,10,2.59375,1.1702127659574468,1.1666666666666667,0.5555555555555556,True
LOW END,KH,4.166219680619671,2021,11,2.59375,1.1702127659574468,1.1111111111111112,0.5555555555555556,True
LOW END,KI,1.003256310950243,2020,6,2.5,0.9361702127659575,1.1666666666666667,0.5555555555555556,True
LOW END,KI,1.003256310950243,2020,9,2.5,0.9361702127659575,1.1111111111111112,0.5555555555555556,True
LOW END,KI,1.003256310950243,2020,10,2.5,0.9361702127659575,1.0555555555555556,0.5555555555555556,True
LOW END,KI,1.003256310950243,2020,19,2.5,0.9361702127659575,0.8888888888888891,0.5555555555555556,True
LOW END,KI,1.003256310950243,2020,20,2.5,0.9361702127659575,0.3888888888888889,0.5555555555555556,True
LOW END,KI,1.003256310950243,2020,24,2.5,0.9361702127659575,0.9444444444444445,0.5555555555555556,True
LOW END,KI,1.003256310950243,2020,27,2.5,0.9361702127659575,1.1111111111111112,0.5555555555555556,True
LOW END,KI,1.003256310950243,2020,28,2.5,0.9361702127659575,0.2777777777777778,0.5555555555555556,True
LOW END,KI,1.003256310950243,2020,29,2.5,0.9361702127659575,1.0000000000000002,0.5555555555555556,True
LOW END,KI,1.003256310950243,2020,31,2.5,0.9361702127659575,0.33333333333333337,0.5555555555555556,True
LOW END,KI,1.003256310950243,2020,34,2.5,0.9361702127659574,0.8333333333333336,0.5555555555555556,True
LOW END,KI,1.003256310950243,2020,39,2.5,0.9361702127659575,0.8888888888888891,0.5555555555555556,True
LOW END,KI,1.003256310950243,2020,43,2.5,0.9361702127659575,0.9444444444444445,0.5555555555555556,True
LOW END,KI,1.003256310950243,2020,45,2.5,0.9361702127659575,0.6666666666666667,0.5555555555555556,True
LOW END,KI,1.003256310950243,2020,47,2.5,0.9361702127659575,0.9444444444444445,0.5555555555555556,True
LOW END,KI,1.003256310950243,2021,7,2.5,0.9361702127659575,1.1666666666666667,0.5555555555555556,True
LOW END,KI,1.003256310950243,2021,8,2.5,0.9361702127659575,0.5000000000000001,0.5555555555555556,True
LOW END,KJ,4.149815644652428,2020,4,2.59375,1.0638297872340425,1.0555555555555556,0.5555555555555556,True
LOW END,KJ,4.149815644652428,2020,13,2.59375,1.1702127659574468,0.2777777777777778,0.5555555555555556,True
LOW END,KJ,4.149815644652428,2021,10,2.59375,1.1702127659574468,0.33333333333333337,0.5555555555555556,True
LOW END,KJ,4.149815644652428,2021,11,2.59375,1.1702127659574468,0.8333333333333334,0.5555555555555556,True
LOW END,KJ,4.149815644652428,2021,12,2.59375,1.1702127659574468,1.277777777777778,0.5555555555555556,False
LOW END,KK,3.866005549666133,2019,52,2.640625,1.0585106382978724,0.2777777777777778,0.5555555555555556,True
LOW END,KK,3.866005549666133,2020,3,2.640625,1.0585106382978724,0.2777777777777778,0.5555555555555556,True
LOW END,KK,3.866005549666133,2020,21,2.640625,1.1648936170212763,0.9444444444444446,0.5555555555555556,True
LOW END,KK,3.866005549666133,2020,32,2.640625,1.1648936170212767,0.2777777777777778,0.5555555555555556,True
LOW END,KK,3.866005549666133,2020,40,2.640625,0.9319148936170213,0.6111111111111113,0.5555555555555556,True
LOW END,KK,3.866005549666133,2021,7,2.640625,0.9319148936170212,0.8333333333333336,0.5555555555555556,True
LOW END,KL,2.6836817008839766,2019,52,2.65625,1.2712765957446808,1.0000000000000002,0.5555555555555556,True
LOW END,KL,2.6836817008839766,2020,4,2.65625,1.2712765957446808,0.9444444444444445,0.5555555555555556,True
LOW END,KL,2.6836817008839766,2020,23,2.65625,1.2712765957446808,0.16666666666666669,0.5555555555555556,True
LOW END,KL,2.6836817008839766,2020,24,2.65625,1.2712765957446808,0.6111111111111113,0.5555555555555556,True
LOW END,KL,2.6836817008839766,2020,27,2.65625,1.2712765957446808,1.0555555555555556,0.5555555555555556,True
LOW END,KL,2.6836817008839766,2020,30,2.65625,1.2712765957446808,1.388888888888889,0.5555555555555556,True
LOW END,KL,2.6836817008839766,2020,40,2.65625,1.2712765957446808,1.0000000000000002,0.5555555555555556,True
LOW END,KL,2.6836817008839766,2020,41,2.65625,1.2712765957446808,1.388888888888889,0.5555555555555556,True
LOW END,KL,2.6836817008839766,2020,45,2.65625,1.2712765957446808,3.222222222222222,1.6666666666666667,True
LOW END,KL,2.6836817008839766,2021,8,2.65625,1.2712765957446808,0.4444444444444445,0.5555555555555556,True
LOW END,KM,4.015656478200455,2021,3,2.578125,1.0638297872340425,0.6111111111111113,0.5555555555555556,True
LOW END,KN,3.9422353244274,2020,20,2.625,1.1691489361702128,1.6666666666666667,1.1111111111111112,True
LOW END,KN,3.9422353244274,2020,27,2.625,1.1691489361702128,0.33333333333333337,0.5555555555555556,True
LOW END,KN,3.9422353244274,2020,41,2.625,1.1691489361702128,1.1666666666666667,0.5555555555555556,True
LOW END,KO,0.4473056244219098,2020,4,2.375,1.0425531914893618,1.1666666666666667,0.5555555555555556,True
LOW END,KO,0.4473056244219098,2020,26,2.375,1.3617021276595744,0.8333333333333334,0.5555555555555556,True
LOW END,KO,0.4473056244219098,2020,47,2.375,1.3617021276595744,0.9444444444444445,0.5555555555555556,True
LOW END,KO,0.4473056244219098,2020,50,2.375,1.3617021276595744,1.1111111111111112,0.5555555555555556,True
LOW END,KO,0.4473056244219098,2020,52,2.375,1.3617021276595744,0.6111111111111113,0.5555555555555556,True
LOW END,KO,0.4473056244219098,2021,10,2.375,1.402127659574468,1.6666666666666667,1.1111111111111112,True
LOW END,KP,4.071267173767057,2020,12,2.546875,1.1702127659574468,0.7777777777777778,0.5555555555555556,True
LOW END,KP,4.071267173767057,2020,23,2.546875,1.1702127659574468,0.2777777777777778,0.5555555555555556,True
LOW END,KP,4.071267173767057,2020,25,2.546875,1.1702127659574466,0.6666666666666669,0.5555555555555556,True
LOW END,KP,4.071267173767057,2020,35,2.546875,1.1702127659574468,1.1666666666666667,0.5555555555555556,True
LOW END,KP,4.071267173767057,2020,53,2.546875,1.1702127659574468,0.2777777777777778,0.5555555555555556,True
LOW END,KQ,3.6055809199606372,2020,50,2.578125,1.148936170212766,0.9444444444444446,0.5555555555555556,True
LOW END,KQ,3.6055809199606372,2021,5,2.578125,1.148936170212766,1.388888888888889,0.5555555555555556,True
LOW END,KQ,3.6055809199606372,2021,9,2.578125,1.148936170212766,0.8888888888888891,0.5555555555555556,True
LOW END,AP,0.22802623632117108,2020,33,0.109375,1.0425531914893618,0.9444444444444445,0.5555555555555556,True
LOW END,AP,0.22802623632117108,2020,41,0.109375,1.0425531914893618,0.8888888888888891,0.5555555555555556,True
LOW END,KR,4.212344417179469,2020,7,2.609375,1.2723404255319148,1.8888888888888893,1.1111111111111112,True
LOW END,KR,4.212344417179469,2020,12,2.609375,1.2723404255319146,0.3333333333333334,0.5555555555555556,True
LOW END,KR,4.212344417179469,2020,20,2.609375,1.2723404255319148,0.9444444444444445,0.5555555555555556,True
LOW END,KR,4.212344417179469,2020,27,2.609375,1.2723404255319148,1.4444444444444446,0.5555555555555556,True
LOW END,KR,4.212344417179469,2020,31,2.609375,1.2723404255319146,1.0000000000000002,0.5555555555555556,True
LOW END,KR,4.212344417179469,2020,36,2.609375,1.2723404255319148,0.9444444444444445,0.5555555555555556,True
LOW END,KR,4.212344417179469,2020,37,2.609375,1.2723404255319148,1.0000000000000002,0.5555555555555556,True
LOW END,KR,4.212344417179469,2020,40,2.609375,1.2723404255319148,0.8333333333333334,0.5555555555555556,True
LOW END,KR,4.212344417179469,2020,41,2.609375,1.2723404255319146,0.6111111111111113,0.5555555555555556,True
LOW END,KR,4.212344417179469,2020,44,2.609375,1.2723404255319148,0.7222222222222223,0.5555555555555556,True
LOW END,KR,4.212344417179469,2021,6,2.609375,1.0587234042553193,0.9444444444444445,0.5555555555555556,True
LOW END,KS,4.121514036769706,2020,4,2.578125,1.1063829787234043,0.5555555555555556,0.5555555555555556,True
LOW END,KS,4.121514036769706,2020,28,2.578125,1.2553191489361701,1.0000000000000002,0.5555555555555556,True
LOW END,KS,4.121514036769706,2020,39,2.578125,1.004255319148936,0.7222222222222223,0.5555555555555556,True
LOW END,KS,4.121514036769706,2020,40,2.578125,1.004255319148936,0.6111111111111113,0.5555555555555556,True
LOW END,KS,4.121514036769706,2020,42,2.578125,1.004255319148936,2.388888888888889,1.1111111111111112,True
LOW END,KS,4.121514036769706,2021,10,2.578125,1.2553191489361701,1.9444444444444446,1.1111111111111112,True
LOW END,KS,4.121514036769706,2021,12,2.578125,1.2553191489361701,0.8888888888888891,0.5555555555555556,False
LOW END,KT,3.9920936263309272,2020,6,2.546875,1.297872340425532,1.6666666666666667,1.1111111111111112,True
LOW END,KT,3.9920936263309272,2020,7,2.546875,1.297872340425532,0.6111111111111113,0.5555555555555556,True
LOW END,KT,3.9920936263309272,2020,22,2.546875,1.0382978723404255,1.4444444444444446,1.1111111111111112,True
LOW END,KT,3.9920936263309272,2020,23,2.546875,1.0382978723404255,0.6111111111111113,0.5555555555555556,True
LOW END,KU,3.7520135489565867,2020,9,2.609375,1.0340425531914894,1.4444444444444446,1.1111111111111112,True
LOW END,KU,3.7520135489565867,2020,21,2.609375,1.148936170212766,0.2777777777777778,0.5555555555555556,True
LOW END,KU,3.7520135489565867,2020,31,2.609375,1.148936170212766,0.9444444444444445,0.5555555555555556,True
LOW END,KU,3.7520135489565867,2020,35,2.609375,1.148936170212766,0.16666666666666669,0.5555555555555556,True
LOW END,KU,3.7520135489565867,2020,36,2.609375,1.148936170212766,0.2777777777777778,0.5555555555555556,True
LOW END,KU,3.7520135489565867,2020,41,2.609375,1.148936170212766,0.2777777777777778,0.5555555555555556,True
LOW END,KU,3.7520135489565867,2020,42,2.609375,0.9191489361702128,3.111111111111111,1.6666666666666667,True
LOW END,KU,3.7520135489565867,2020,48,2.609375,0.878723404255319,1.1666666666666667,0.5555555555555556,True
LOW END,KU,3.7520135489565867,2021,4,2.609375,0.9414893617021277,0.5555555555555556,0.5555555555555556,True
LOW END,KU,3.7520135489565867,2021,5,2.609375,0.9414893617021277,2.8333333333333335,1.6666666666666667,True
LOW END,KU,3.7520135489565867,2021,8,2.609375,1.2553191489361701,0.2777777777777778,0.5555555555555556,True
LOW END,KU,3.7520135489565867,2021,10,2.609375,1.2553191489361701,2.0000000000000004,1.1111111111111112,True
LOW END,KV,3.984727859408458,2020,18,2.546875,1.25,0.5555555555555556,0.5555555555555556,True
LOW END,KV,3.984727859408458,2020,21,2.546875,1.25,0.7777777777777778,0.5555555555555556,True
LOW END,KV,3.984727859408458,2020,41,2.546875,1.25,0.9444444444444445,0.5555555555555556,True
LOW END,KW,4.028356513255424,2020,3,2.578125,1.2553191489361701,0.6111111111111113,0.5555555555555556,True
LOW END,KW,4.028356513255424,2020,5,2.578125,1.2553191489361701,0.6111111111111113,0.5555555555555556,True
LOW END,KW,4.028356513255424,2020,8,2.578125,1.2553191489361701,1.5000000000000002,1.1111111111111112,True
LOW END,KW,4.028356513255424,2020,9,2.578125,1.2553191489361701,0.9444444444444445,0.5555555555555556,True
LOW END,KW,4.028356513255424,2020,14,2.578125,1.004255319148936,1.1111111111111112,0.5555555555555556,True
LOW END,KW,4.028356513255424,2020,25,2.578125,1.004255319148936,0.8333333333333334,0.5555555555555556,True
LOW END,KW,4.028356513255424,2020,26,2.578125,1.004255319148936,0.7222222222222223,0.5555555555555556,True
LOW END,KW,4.028356513255424,2020,28,2.578125,1.2553191489361701,0.7222222222222223,0.5555555555555556,True
LOW END,KW,4.028356513255424,2020,29,2.578125,1.2553191489361701,0.33333333333333337,0.5555555555555556,True
LOW END,KW,4.028356513255424,2020,33,2.578125,1.2553191489361701,0.6666666666666667,0.5555555555555556,True
LOW END,KW,4.028356513255424,2020,34,2.578125,1.2553191489361701,0.6111111111111113,0.5555555555555556,True
LOW END,KW,4.028356513255424,2020,36,2.578125,1.2553191489361701,1.9444444444444446,1.1111111111111112,True
LOW END,KW,4.028356513255424,2020,37,2.578125,1.2553191489361701,1.0000000000000002,0.5555555555555556,True
LOW END,KW,4.028356513255424,2020,38,2.578125,1.2553191489361701,0.8888888888888891,0.5555555555555556,True
LOW END,KW,4.028356513255424,2020,43,2.578125,1.004255319148936,0.6111111111111113,0.5555555555555556,True
LOW END,KW,4.028356513255424,2021,4,2.578125,1.004255319148936,1.4444444444444446,0.5555555555555556,True
LOW END,KW,4.028356513255424,2021,8,2.578125,0.9414893617021277,1.1666666666666667,0.5555555555555556,True
LOW END,KW,4.028356513255424,2021,9,2.578125,1.2553191489361701,1.1111111111111112,0.5555555555555556,True
LOW END,KX,3.7140443719881238,2020,12,2.5625,0.9787234042553191,1.0555555555555556,0.5555555555555556,True
LOW END,KX,3.7140443719881238,2020,15,2.5625,1.2234042553191489,0.5555555555555556,0.5555555555555556,True
LOW END,KX,3.7140443719881238,2020,17,2.5625,1.2234042553191489,1.0000000000000002,0.5555555555555556,True
LOW END,KX,3.7140443719881238,2020,31,2.5625,1.2234042553191489,0.6111111111111113,0.5555555555555556,True
