vehicle_make,garage,year_week,reachable_population,year,month,number_of_competitors,x_unit_cost,x_units,demand_value,is_training_data
AB,KM,202003,3.9876485736094684,2020,1,2.578125,1.0526315789473684,1.6666666666666667,0.6666666666666666,True
AB,KM,202008,3.9876485736094684,2020,2,2.578125,1.0526315789473684,0.6666666666666666,0.6666666666666666,True
AB,KM,202018,3.9876485736094684,2020,4,2.578125,1.0526315789473684,0.4666666666666666,0.6666666666666666,True
AB,KM,202020,3.9876485736094684,2020,5,2.578125,1.0526315789473684,0.6666666666666666,0.6666666666666666,True
AB,KM,202026,3.9876485736094684,2020,6,2.578125,1.0526315789473684,1.0,0.6666666666666666,True
AB,KM,202027,3.9876485736094684,2020,6,2.578125,1.0526315789473681,1.666666666666667,0.6666666666666666,True
AB,KM,202042,3.9876485736094684,2020,10,2.578125,1.0526315789473684,1.6666666666666667,0.6666666666666666,True
AB,KM,202044,3.9876485736094684,2020,10,2.578125,1.0526315789473684,1.2,0.6666666666666666,True
AB,KM,202115,3.9876485736094684,2021,4,2.578125,1.0526315789473684,1.0666666666666667,0.6666666666666666,False
AB,KN,202027,3.9147395086271253,2020,6,2.625,1.156842105263158,1.3333333333333333,0.6666666666666666,True
AB,KN,202044,3.9147395086271253,2020,10,2.625,1.1568421052631581,1.4000000000000001,0.6666666666666666,True
AB,KN,202046,3.9147395086271253,2020,11,2.625,1.156842105263158,2.1999999999999997,0.6666666666666666,True
AB,KN,202101,3.9147395086271253,2021,1,2.625,1.156842105263158,0.4666666666666666,0.6666666666666666,True
AB,KN,202105,3.9147395086271253,2021,2,2.625,1.156842105263158,2.9333333333333336,1.3333333333333333,True
AB,KN,202111,3.9147395086271253,2021,3,2.625,1.156842105263158,1.3333333333333333,0.6666666666666666,True
AB,KO,202013,0.4441858124260802,2020,3,2.375,1.3473684210526315,0.6,0.6666666666666666,True
AB,KO,202033,0.4441858124260802,2020,8,2.375,1.3473684210526315,1.3333333333333333,0.6666666666666666,True
AB,KO,202102,0.4441858124260802,2021,1,2.375,1.3873684210526316,1.4666666666666668,0.6666666666666666,True
AB,KP,202004,4.042871402568426,2020,1,2.546875,1.1578947368421053,1.4666666666666668,0.6666666666666666,True
AB,KP,202007,4.042871402568426,2020,2,2.546875,1.1578947368421053,1.2,0.6666666666666666,True
AB,KP,202009,4.042871402568426,2020,2,2.546875,1.1578947368421053,0.9333333333333332,0.6666666666666666,True
AB,KP,202014,4.042871402568426,2020,4,2.546875,1.1578947368421053,0.9333333333333332,0.6666666666666666,True
AB,KP,202030,4.042871402568426,2020,7,2.546875,1.1578947368421053,0.9333333333333332,0.6666666666666666,True
AB,KP,202036,4.042871402568426,2020,9,2.546875,1.1578947368421053,1.4666666666666668,0.6666666666666666,True
AB,KP,202037,4.042871402568426,2020,9,2.546875,1.1578947368421053,0.5333333333333333,0.6666666666666666,True
AB,KP,202041,4.042871402568426,2020,10,2.546875,1.1578947368421053,1.5999999999999999,0.6666666666666666,True
AB,KP,202042,4.042871402568426,2020,10,2.546875,1.1578947368421053,1.4666666666666668,1.3333333333333333,True
AB,KP,202049,4.042871402568426,2020,12,2.546875,1.1578947368421053,1.7333333333333334,0.6666666666666666,True
AB,KP,202104,4.042871402568426,2021,1,2.546875,1.1578947368421053,0.6,0.6666666666666666,True
AB,KP,202105,4.042871402568426,2021,2,2.546875,1.1578947368421053,1.3333333333333333,0.6666666666666666,True
AB,KP,202107,4.042871402568426,2021,2,2.546875,1.1578947368421053,1.9333333333333333,0.6666666666666666,True
AB,KP,202109,4.042871402568426,2021,3,2.546875,1.1578947368421053,2.1333333333333333,0.6666666666666666,True
AB,KP,202111,4.042871402568426,2021,3,2.546875,1.1578947368421053,1.9333333333333333,0.6666666666666666,True
AB,KP,202114,4.042871402568426,2021,4,2.546875,1.1578947368421053,0.9333333333333332,0.6666666666666666,False
AB,KP,202117,4.042871402568426,2021,4,2.546875,1.157894736842105,2.0000000000000004,0.6666666666666666,False
AB,KQ,202013,3.5804331597003785,2020,3,2.578125,1.1368421052631579,0.19999999999999998,0.6666666666666666,True
AB,KQ,202031,3.5804331597003785,2020,7,2.578125,1.1368421052631579,1.0666666666666667,0.6666666666666666,True
AB,KQ,202040,3.5804331597003785,2020,9,2.578125,1.1368421052631579,1.8,0.6666666666666666,True
AB,KQ,202048,3.5804331597003785,2020,11,2.578125,1.1368421052631579,1.9333333333333333,0.6666666666666666,True
AB,KQ,202112,3.5804331597003785,2021,3,2.578125,1.1368421052631577,1.6000000000000003,0.6666666666666666,True
AB,KQ,202113,3.5804331597003785,2021,4,2.578125,1.1368421052631577,1.666666666666667,0.6666666666666666,False
AB,KQ,202116,3.5804331597003785,2021,4,2.578125,1.1368421052631577,0.8000000000000002,0.6666666666666666,False
AB,AP,202005,0.22643582710519472,2020,1,0.109375,0.9473684210526315,1.5333333333333332,1.3333333333333333,True
AB,AP,202012,0.22643582710519472,2020,3,0.109375,0.8940350877192983,2.8000000000000003,2.0,True
AB,AP,202019,0.22643582710519472,2020,5,0.109375,1.0315789473684212,1.2,0.6666666666666666,True
AB,AP,202020,0.22643582710519472,2020,5,0.109375,1.0315789473684212,1.866666666666667,0.6666666666666666,True
AB,AP,202021,0.22643582710519472,2020,5,0.109375,1.0315789473684207,1.666666666666667,0.6666666666666666,True
AB,AP,202034,0.22643582710519472,2020,8,0.109375,1.0315789473684212,1.4000000000000001,2.0,True
AB,AP,202035,0.22643582710519472,2020,8,0.109375,1.0315789473684212,0.6,0.6666666666666666,True
AB,AP,202039,0.22643582710519472,2020,9,0.109375,1.0315789473684212,1.2666666666666666,0.6666666666666666,True
AB,AP,202040,0.22643582710519472,2020,10,0.109375,1.0315789473684212,0.9333333333333332,0.6666666666666666,True
AB,AP,202041,0.22643582710519472,2020,10,0.109375,1.0315789473684207,1.0666666666666669,0.6666666666666666,True
AB,AP,202044,0.22643582710519472,2020,10,0.109375,1.0315789473684212,1.0666666666666667,0.6666666666666666,True
AB,AP,202045,0.22643582710519472,2020,11,0.109375,1.0315789473684212,1.1333333333333335,0.6666666666666666,True
AB,AP,202050,0.22643582710519472,2020,12,0.109375,1.0315789473684212,1.0666666666666667,0.6666666666666666,True
AB,AP,202102,0.22643582710519472,2021,1,0.109375,1.0315789473684212,2.3333333333333335,1.3333333333333333,True
AB,AP,202103,0.22643582710519472,2021,1,0.109375,1.0315789473684212,0.4666666666666666,0.6666666666666666,True
AB,AP,202112,0.22643582710519472,2021,3,0.109375,1.0315789473684212,0.5333333333333333,0.6666666666666666,True
AB,AP,202117,0.22643582710519472,2021,4,0.109375,1.0315789473684212,1.3333333333333333,0.6666666666666666,False
AB,KR,202003,4.182964677856346,2020,1,2.609375,1.2589473684210524,1.0666666666666667,0.6666666666666666,True
AB,KR,202004,4.182964677856346,2020,1,2.609375,1.2589473684210524,1.0666666666666667,0.6666666666666666,True
AB,KR,202006,4.182964677856346,2020,2,2.609375,1.2589473684210526,1.4000000000000001,0.6666666666666666,True
AB,KR,202012,4.182964677856346,2020,3,2.609375,1.2589473684210524,2.4000000000000004,1.3333333333333333,True
AB,KR,202014,4.182964677856346,2020,4,2.609375,1.2589473684210524,0.9333333333333332,0.6666666666666666,True
AB,KR,202017,4.182964677856346,2020,4,2.609375,1.2589473684210526,1.4000000000000001,0.6666666666666666,True
AB,KR,202023,4.182964677856346,2020,6,2.609375,1.2589473684210524,0.9333333333333332,0.6666666666666666,True
AB,KR,202030,4.182964677856346,2020,7,2.609375,1.2589473684210524,0.9333333333333332,0.6666666666666666,True
AB,KR,202031,4.182964677856346,2020,7,2.609375,1.2589473684210524,1.4666666666666668,0.6666666666666666,True
AB,KR,202035,4.182964677856346,2020,8,2.609375,1.2589473684210524,0.5333333333333333,0.6666666666666666,True
AB,KR,202038,4.182964677856346,2020,9,2.609375,1.2589473684210524,0.9333333333333332,0.6666666666666666,True
AB,KR,202044,4.182964677856346,2020,10,2.609375,1.2589473684210526,1.3333333333333333,0.6666666666666666,True
AB,KR,202049,4.182964677856346,2020,11,2.609375,1.2589473684210524,1.2000000000000004,0.6666666666666666,True
AB,KR,202050,4.182964677856346,2020,12,2.609375,1.2589473684210526,0.6,0.6666666666666666,True
AB,KR,202102,4.182964677856346,2021,1,2.609375,1.3094736842105263,0.4666666666666666,0.6666666666666666,True
AB,KR,202105,4.182964677856346,2021,2,2.609375,1.3094736842105263,0.5333333333333333,0.6666666666666666,True
AB,KR,202106,4.182964677856346,2021,2,2.609375,1.3094736842105261,1.666666666666667,0.6666666666666666,True
AB,KR,202108,4.182964677856346,2021,2,2.609375,1.1785263157894736,2.5333333333333337,1.3333333333333333,True
AB,KR,202110,4.182964677856346,2021,3,2.609375,1.3094736842105263,1.7333333333333334,0.6666666666666666,True
AB,KR,202113,4.182964677856346,2021,3,2.609375,1.3094736842105261,2.0000000000000004,0.6666666666666666,True
AB,KR,202117,4.182964677856346,2021,4,2.609375,1.3094736842105263,0.9333333333333332,0.6666666666666666,False
AB,KS,202004,4.092767809959989,2020,1,2.578125,1.094736842105263,1.0000000000000002,0.6666666666666666,True
AB,KS,202005,4.092767809959989,2020,1,2.578125,1.0947368421052632,1.4666666666666668,0.6666666666666666,True
AB,KS,202007,4.092767809959989,2020,2,2.578125,1.0947368421052632,1.9333333333333336,1.3333333333333333,True
AB,KS,202013,4.092767809959989,2020,3,2.578125,0.8757894736842106,0.4666666666666666,0.6666666666666666,True
AB,KS,202019,4.092767809959989,2020,5,2.578125,1.2421052631578948,0.9333333333333332,0.6666666666666666,True
AB,KS,202021,4.092767809959989,2020,5,2.578125,1.2421052631578948,3.333333333333334,2.6666666666666665,True
AB,KS,202023,4.092767809959989,2020,6,2.578125,1.2421052631578948,2.1333333333333333,1.3333333333333333,True
AB,KS,202032,4.092767809959989,2020,8,2.578125,1.2421052631578948,1.3333333333333333,0.6666666666666666,True
AB,KS,202033,4.092767809959989,2020,8,2.578125,1.2421052631578948,0.4666666666666666,0.6666666666666666,True
AB,KS,202035,4.092767809959989,2020,8,2.578125,1.2421052631578948,3.0666666666666664,1.3333333333333333,True
AB,KS,202037,4.092767809959989,2020,9,2.578125,1.2421052631578948,3.3333333333333335,1.3333333333333333,True
AB,KS,202040,4.092767809959989,2020,9,2.578125,0.9936842105263158,4.800000000000001,2.0,True
AB,KS,202043,4.092767809959989,2020,10,2.578125,1.076491228070175,3.2666666666666675,2.0,True
AB,KS,202044,4.092767809959989,2020,10,2.578125,0.9936842105263158,1.4666666666666668,0.6666666666666666,True
