vehicle_make,garage,year_week,reachable_population,year,month,number_of_competitors,x_unit_cost,x_units,demand_value,is_training_data
AE,CS,202031,0.7012171082983132,2020,7,0.203125,0.6631578947368421,1.7,0.6666666666666666,True
AB,CT,202023,0.33350948270800307,2020,6,0.75,0.8842105263157893,0.9333333333333332,0.6666666666666666,True
AB,CT,202049,0.33350948270800307,2020,12,0.75,0.8842105263157894,1.5999999999999999,0.6666666666666666,True
AB,CT,202114,0.33350948270800307,2021,4,0.75,0.9894736842105263,1.0666666666666667,0.6666666666666666,False
AB,CT,202116,0.33350948270800307,2021,4,0.75,0.9894736842105263,1.5333333333333334,0.6666666666666666,False
AB,CU,202010,0.557521158895124,2020,3,0.21875,1.0526315789473684,2.4,0.6666666666666666,True
AB,CU,202013,0.557521158895124,2020,3,0.21875,1.0526315789473684,0.6000000000000001,0.6666666666666666,True
AB,CU,202014,0.557521158895124,2020,3,0.21875,0.7368421052631579,1.4666666666666668,0.6666666666666666,True
AB,CU,202016,0.557521158895124,2020,4,0.21875,1.0526315789473684,0.9333333333333332,0.6666666666666666,True
AB,CU,202018,0.557521158895124,2020,4,0.21875,1.0526315789473684,0.9333333333333332,0.6666666666666666,True
AB,CU,202019,0.557521158895124,2020,5,0.21875,0.8421052631578947,0.7999999999999999,0.6666666666666666,True
AB,CU,202024,0.557521158895124,2020,6,0.21875,1.0526315789473684,0.4666666666666666,0.6666666666666666,True
AB,CU,202027,0.557521158895124,2020,6,0.21875,1.0526315789473684,1.2,0.6666666666666666,True
AB,CU,202027,0.557521158895124,2020,7,0.21875,1.0526315789473684,1.866666666666667,1.3333333333333333,True
AB,CU,202032,0.557521158895124,2020,8,0.21875,1.0526315789473684,0.6,0.6666666666666666,True
AB,CU,202033,0.557521158895124,2020,8,0.21875,1.0526315789473684,1.4000000000000001,1.3333333333333333,True
AB,CU,202034,0.557521158895124,2020,8,0.21875,0.7894736842105263,1.9333333333333333,0.6666666666666666,True
AB,CU,202036,0.557521158895124,2020,9,0.21875,0.7368421052631579,1.4666666666666668,0.6666666666666666,True
AB,CU,202038,0.557521158895124,2020,9,0.21875,0.7368421052631579,1.4666666666666668,0.6666666666666666,True
AB,CU,202045,0.557521158895124,2020,11,0.21875,0.7368421052631579,1.4666666666666668,0.6666666666666666,True
AB,CU,202046,0.557521158895124,2020,11,0.21875,0.7368421052631579,1.4666666666666668,0.6666666666666666,True
AB,CU,202047,0.557521158895124,2020,11,0.21875,1.0526315789473684,1.2000000000000004,0.6666666666666666,True
AB,CU,202102,0.557521158895124,2021,1,0.21875,0.7368421052631579,1.3333333333333333,0.6666666666666666,True
AB,CU,202105,0.557521158895124,2021,2,0.21875,0.7368421052631577,0.9333333333333332,0.6666666666666666,True
AB,CU,202109,0.557521158895124,2021,3,0.21875,1.0526315789473684,0.6,0.6666666666666666,True
AB,CU,202116,0.557521158895124,2021,4,0.21875,1.0526315789473684,1.1333333333333335,0.6666666666666666,False
AB,CV,202043,0.9435147671892431,2020,10,0.78125,1.5789473684210524,0.9333333333333332,0.6666666666666666,True
AB,CW,202003,0.4696939194913477,2020,1,0.671875,1.1578947368421053,1.4666666666666668,0.6666666666666666,True
AB,CW,202019,0.4696939194913477,2020,5,0.671875,1.1578947368421053,0.7333333333333334,0.6666666666666666,True
AB,CW,202023,0.4696939194913477,2020,6,0.671875,1.1578947368421053,1.2,1.3333333333333333,True
